Tweet_content,Sentiment Score
programmax mcmillen this i'm not worried the aircraft while in flight - the pacs are more than capable of acting… https//tco/p7sl6nrvec,0
azure_husky in the us https//tco/abxgjel8ql,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
whitehouse flotus she has covid and she visited a hospital,0
rt angelo4justice3 ***thai protests***,0
if thai protesters were in the usa,0
*rewrite constitution,0
*ask trump to…,1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
rt jmacwyd just got kicked out of a hospital for telling a coronavirus patient to stay positive 😴,2
rt torontostar now,0
rt jeremyswallace and in case you missed it,-1
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt fkgpml cancer is so cruel ,-2
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
chidiodinkalu do you have any shame left in you,-1
not me thinking about patrick and ellen shooting the scene where mer imagines herself climbing into the hospital be… https//tco/snzuldtiup,0
rt wendow after trump said we rounded a corner on covid,1
rt keechnikki now  i’m stuck in hospital respiratory symptoms so i’m on a covid unitthanks boris,-2
rt codeofvets hvac vet in battle creek mi area,0
do we have an hvac vet to assist a vet in replacing or repairhis heating unit zip code…,0
rt _lauryncalo22 all my people in the valley/la,0
rt rebe1scum we have problems with our plumbing,-1
rt schemaly never forget,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
just posted a photo  hospital of the university of pennsylvania https//tco/ltnhmnsiuo,0
i just raised $5000 usd for my local children’s hospital through  extralife donate today amp help me reach my goal https//tco/ind2pw9yl7,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
ssrvccc “  a—a few days     maybe a week   i—i’m not too sure     “,0
    she’s been going back and forth be… https//tco/ejrbsegimr,0
maddow and lehi utah just south of salt lake city farmer's market kicked a vendor out of the market this weekend… https//tco/ktzhrmwo2l,0
asterisk_lfc ironically after your choice of words it was only friday i almost wrote my car off and ended up in ho… https//tco/eednz1sotf,-1
rt jimlnlips this is my granpa,0
rt kraturescuedog i was having chest pain off and on all morning i decided to ring for advice an ambulance was sent kratu is with me a…,-1
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt clubspeaks i lost my blue cross plan under obama amp joebiden my new plan went up 1000 a month lost my doctor amp hospital deductible w…,-2
pg22 discharging mei did agree 2 a discharge i think 2 days later 2 afters i left i received call from my plan i… https//tco/dh02f13zxw,0
rt somali_g2 sakura took down one of pain’s summons and was in charge of a whole hospital at 16 wildebeest are at it again,0
rt cnni there were two thoughts pushing kolt codner forward in his first marathon race his 4-year-old son andrew's fight against cancer…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
just found another member of the wifes family is a member of the covid brigade cos she sees it at work,1
first minister nicola sturgeon says she had no idea hospital patients who had tested positive for coronavirus were… https//tco/iwlkxduxzp,1
common winnipeg  we need to do better,1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt comradekalel i've been putting it off,0
12 women hire a crane so they can visit their friend at the hospital https//tco/wkk2gjxgsc,0
rt _lauryncalo22 all my people in the valley/la,0
"rt gottalaff ""rounding the corner"" https//tco/2xctjmluvu",0
rt immoralishme my 90 year old granny was sick last week but got better and was sent home from the hospital she’s still sick and went ba…,-1
compared to total intra venous anesthesia,0
rt jessphoenix2018 rationing hospital care,0
are we great again yet,1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt ashishkjha president trump,1
this is junk news,-1
like junk food,0
2cookies4all pedanticantics8 seanripmsm ohfortunate01 jesus incredible size,1
realericcarmen they didn’t include cancer deaths on that list i’m sure that number is much higher a friend’s mom… https//tco/xv1r1dcvyq,-1
rt luciarendn4 the orange fuhrer can shoot someone on 5th avenue or send them go to hospital to die and they still will vote for him the…,-1
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
the dark winter has already hit el paso,-1
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
chidiodinkalu no na,0
you should be above this,0
fakenews does not help the cause,0
endsars,0
endpolicebrutality… https//tco/t87wxveanr,0
rt _lauryncalo22 all my people in the valley/la,0
maddow best health care in the world if you are president or congress person,1
"rt childrensla it's that time of the year send your cards and help kids like ethan feel some joy on halloween in his own words ""i cou…",2
rt the_davidatta it seems professor dildo will never change,0
"rt robsfootsteps anavega children's hospital la "" robertpattinson was so nervous about meeting the kids – he didn’t want to let them…",-1
rt camiloreports a teenage girl’s hospitalization sparked a series of events that landed her and her aunt in us immigration custody and f…,0
gosh,0
this scenario was hard to predict,-1
deppboss dear me she is a sick son of a bitch and gives decent women a bad name  she really does need help maybe… https//tco/rlwk5fnjz7,-2
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt _lauryncalo22 all my people in the valley/la,0
rt frasernelson at the peak of covid hospital cases,0
can tell di ppl dem weh nuh know bout hydroplaningwhy yaaah speed inna dem kinda rain yah ppl really need to be… https//tco/dkzvgnyvr6,0
rt urbanxpat gujarat a nurse serving in the covid ward in navsari civil hospital died by suicide and left a five-page suicide note accus…,-3
rt _lauryncalo22 all my people in the valley/la,0
skyemarie3188 megannfair snoopdogg marthastewart nytimes benaffleck danpriceseattle tylerperry… https//tco/bimvxy9zpu,0
rt colonelcutshaw at the moment,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt jamaicagleaner a motorist had to be cut from this car after crashing into a light pole along the west-bound lane of marcus garvey driv…,-1
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
its the first day of my clinicals tomorrow and i'm already stressed i guess i'll be watching in the soop when i ge… https//tco/9ypvvhlhye,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
just an update,0
is one vote more valuable than life of us citizen people are dying realdonaldtrump ivankatrump secpompeo,0
the covid unit at our hospital is almost full for the first time but yeah the pandemic is definitely over,0
this guy has started,0
rt twosl0wdancers hey please help  i owe 1700 to the hospital er in bills because i tested positive for covid amp have no way to pay t…,1
